Text,Text_Cleansing,negative,neutral,positive
dhl sedang membuka lowongan pekerjaan untuk costumer service,dhl buka lowong kerja costumer service,0,1,0
saudara-saudara sebangsa setanah air . waspadalah kalian semua . mayoritas di negara ini pada mulai bergerak untuk menghancurkan kita-kita . jagalah diri kalian masing-masing .,saudarasaudara bangsa tanah air waspada mayoritas negara gerak hancur jaga masingmasing,1,0,0
voucher isi ulang kuota data tri 33 gb 30 hari harga nya 75 rb,kupon isi ulang kuota data tri puluh gb puluh harga nya tujuh puluh ribu,0,1,0
"perayaan ulang tahun menjadi lebih berkesan . pelayanan nya memuaskan , dan makanan serta minuman yang disajikan sesuai dengan selera . pelayanan dari waitress nya pun della sangat ramah . terima kasih trans luxury hotel . a rekomendasi tempat to visit .",raya ulang kesan layan nya muas makan a minum saji sesuai selera layan waitress nya della ramah terima kasih trans luy hotel a rekomendasi to unjung,0,0,1
"beli kuota mahal-mahal . masuk aplikasi my telkomsel saja tidak bisa . mau marah , tapi mau tidak mau harus pakai juga .",beli kuota mahalmahal masuk aplikasi my telkomsel marah pakai,1,0,0
"bakso yang lagi ngehits di bandung ini menawarkan bakso dengan beragam isian dan variasi topping , ada bakso keju andalan nya .",bakso ngehits bandung tawar bakso agam isi variasi topping bakso keju andal nya,0,0,1
hotel paling hitungan dan pelayanan terburuk dengan harga mahal .,hotel hitung layan buruk harga mahal,1,0,0
konsep bus suroboyo yang sangat bagus .,konsep bus surabaya bagus,0,0,1
"beli kaos , topi atau jam tangan di lapak monoton roomstore bisa diego khusus pakai aplikasi di hape boskuh .",beli kaos topi jam tangan lapak monoton roomstore ego khusus pakai aplikasi telepon genggam bos,0,1,0
"teman merekomendasikan tempat ini karena rasa dari mi bakso nya yang berbeda karena memakai babat . lokasi dekat dengan mesjid agung bandung dan gedung asia afrika . tempat sederhana namun bersih . satu porsi rp . 55.000 sedangkan minuman alpukat mentega nya rp . 30.000 . mengenai rasa , enak dan harga tidak berbohong .",teman rekomendasi mi bakso nya beda pakai babat lokasi mesjid agung bandung gedung asia afrika sederhana bersih porsi rupiah puluh ribu minum alpukat mentega nya rupiah puluh ribu enak harga bohong,0,0,1
terakhir-terakhir pakai indosat rasanya ingin marah hampir tidak bisa dipakai,akh erakhir pakai indosat marah pakai,1,0,0
"malam minggu di saat semua resto penuh akhirnya kami masuk ke the kiosk di braga city walk . suami saya pesan nasi goreng enak banget , saya pesan soto sulung juga enak .",malam minggu resto penuh masuk the kiosk braga city walk suami pesan nasi goreng enak banget pesan soto sulung enak,0,0,1
"pelayanan nya bagus , tempat nya bagus , bikin ingin balik lagi ke sini , romantis , enak buat santai sambil mendengar musik , makanan nya enak , tempat nya bisa buat rapat sambil santai , pelayan nya ramah , pemandangan nya bagus . ini pelayanan terbaik yang pernah saya alami selama kuliner di resto . semoga tetap menjadi restoran terindah , tetap nomor 1in bandung",layan nya bagus nya bagus bikin romantis enak santai dengar musik makan nya enak nya rapat santai layan nya ramah pandang nya bagus layan baik alami kuliner resto moga restoran indah nomor in bandung,0,0,1
"di deretan jalan setiabudhi bandung , memang berjajar banyak kafe dan resto dengan sura kalau-kalau sebagai menu utama nya . la viva tempat nya cukup luas , walaupun harga nya sedikit di atas pesaing yang persis berada di sebelah nya berkisar 1000 - 3000 untuk menu yang sama , la viva patut dicoba dan jadi pilihan karena jam buka yang lebih fleksibel buka dari siang , sedangkan pesaing nya buka mulai sore hari .",deret jalan setiabudhi bandung jajar kafe resto sura kalaukalau menu utama nya viva nya luas harga nya saing persis belah nya kisar ribu ribu menu viva patut coba pilih jam buka fleksibel buka siang saing nya buka sore,0,0,1
"restoran ini selalu ramai , tidak hanya waktu akhir pekan , tapi di hari kerja pun juga ramai . sambal hijau nya sangat khas . dengan bergaya sunda asli , menu yang disajikan sangat menggugah selera . ayam goreng nya sangat perlu dicoba . kami sampai menambah 1 porsi lagi khusus untuk ayam .",restoran ramai pekan kerja ramai sambal hijau nya khas gaya sunda asli menu saji gugah selera ayam goreng nya coba tambah porsi khusus ayam,0,0,1
"minimal internet saya putus tiba-tiba , 1 rumah pakai simpati semua begitu juga tidak bisa connect internet",minimal internet putus rumah pakai simpati connect internet,0,1,0
sayang,sayang,0,0,1
jarang banget ada tempat seperti begini . buka dari pagi loh jadi bisa nongkrong dari pagi . tempat nya bikin betah lama-lama di sini . menu makanan nya juga banyak dan komplit . ada paket sarapan dan makan berat .,jarang banget sepe i buka pagi nongkrong pagi nya bikin betah menu makan nya komplit paket sarap makan berat,0,0,1
"waktu saya ke restoran itu , pelayan nya mendatangi saya dan bertanya untuk berapa orang .",restoran layan nya be anya orang,0,1,0
"saya makan siang bersama istri di restoran ini . letak nya di daerah ciumbeleuit , di utara kota bandung , dan cukup jauh dari jalan raya . lokasi nya cukup sepi dan sangat luas , sehingga restoran ini dapat digunakan untuk acara pernikahan dan acara-acara grup lainnya . restoran nya berkesan vintage , dan termasuk restoran mewah . menu nya kebanyakan adalah menu eropa , dengan beberapa menu indonesia yang umum .",makan siang istri restoran letak nya daerah ciumbeleuit utara kota bandung jalan raya lokasi nya sepi luas restoran acara nikah acaraacara grup restoran nya kesan vintage restoran mewah menu nya banyak menu eropa menu indonesia,0,0,1
"hanya ada di bandung bubur ayam dengan porsi besar dan rasa luar biasa berpadu dengan harga yang sangat hemat , yaitu bubur ayam h . amis ini . apabila melewati jalan padjadjaran bandung wajib mampir untuk sarapan , makan siang , atau bahkan makan malam untuk menutup hari dengan bubur ayam ini karena buka dari pagi hingga malam hari . rasa kaldu nya khas dan bubur nya padat .",bandung bubur ayam porsi padu harga hemat bubur ayam h amis lewat jalan padjadjaran bandung wajib mampir sarap makan siang makan malam tutup bubur ayam buka pagi malam kaldu nya khas bubur nya padat,0,0,1
sudah beberapa kali ke jampoeng daun . suasana dingin enak . cuma sering hujan . yang kurang saya rasa inovasi . dari dulu tidak banyak berubah dan harga tidak cocok untuk kembali paker .,kali jampoeng daun suasana dingin enak hujan inovasi ubah harga cocok paker,1,0,0
"semua makanan di hanamasa lezat dan sangat reccomended . mulai dari yakini ku , shabu-shabu , tempura , semuanya lezat dan saya yakin memakai bahan berkualitas tinggi . tetapi saya agak menyayangkan karena di nampan buffet tidak terdapat nama makanan . saya pada waktu itu mengambil beberapa jenis daging , tapi saya tidak bisa membedakan jenis daging pada nampan 1 dengan nampan yang lain .",makan hanamasa lezat reccomended ku shabushabu tempura lezat pakai bahan kualitas sayang nampan buffet nama makan ambil jenis daging beda jenis daging nampan nampan,0,0,1
melihat dari depan tempat nya lucu . pas kita masuk hanya 3 meja yang terisi . menu nya lumayan beragam . harga standar . pelayanan lumayan . buat foto-foto enak . cocok kalau buat kumpul atau arisan .,nya lucu pas masuk meja isi menu nya lumayan agam harga standar layan lumayan fotofoto enak cocok kumpul arisan,0,0,1
"makanan enak rasanya dan berbeda dengan konsep kafe lain . hanya saja , mereka menulis untuk sarapan also , tetapi ketika jam 8 atau 9 pagi saya ke sana , mereka masih tutup . saya sedih dan kecewa . tolong untuk management agar dipastikan jam sarapan itu jam berapa .",makan enak beda konsep kafe tulis sarap also jam delapan sembilan pagi tutup sedih kecewa tolong manajemen jam sarap jam,1,0,0
"saya memilih tempat makan di saung dengan pemandangan sawah memesan nasi timbel komplit , surabi oncom dan colenak pesanan datang tidak harus menunggu lama . hanya saja saya kecewa dengan serabi nya . di luar ekspektasi saya . tidak enak .",pilih makan saung pandang sawah mes nasi timbel komplit surabi oncom colenak pesan tunggu kecewa serabi nya ekspektasi enak,1,0,0
"makan di tempat ini sangat nyaman sekali . seperti makan di desa , makanan nya enak tetapi tidak sesuai dengan harga nya . agak mahal menurut saya . pemandangan di sekitar nya bagus sekali .",makan nyaman sepe i makan desa makan nya enak sesuai harga nya mahal pandang nya bagus,0,0,1
banjir itu diatasi dolo . kok bodo sih lo .,banjir atas bodoh sih,1,0,0
"begini ya , mantan gubernur salah omong saja tersinggung terus semua demo dan akhirnya dipenjara , gereja di bom romo dibacok langsung semua pada bilang ? jangan salahkan agama nya , salahkan orang nya ? dan akhirnya kasus lenyap sekejap dan besok nya terulang lagi . indonesia kayak gini ? coba kasih tahu di kata toleransi antar umat itu sekarang .",ya mantan gubernur salah omong singgung demo penjara gereja bom romo bacok langsung bilang salah agama nya salah orang nya lenyap kejap besok nya ulang indonesia kayak coba kasih toleransi umat,1,0,0
"sambal nya . enak , sedap banget . ayam bakar nya bumbu nya meresap , diberi sambel nya dua macam enak dan pedas . harga terjangkau , dengan 22 ribu rupiah sudah kenyang dapat paket ayam nasi plus tempe tahu sambal lalap . tempat nya mudah dijangkau baik oleh kendaraan pribadi maupun angkutan umum .",sambal nya enak sedap banget ayam bakar nya bumbu nya resap sambal nya enak pedas harga jangkau puluh ribu rupiah kenyang paket ayam nasi plus tempe sambal lalap nya mudah jangkau kendara pribadi angkut,0,0,1
"terletak di ketinggian kota bandung . suasana resto sangat santai dan nyaman . jika malam , pilihlah duduk di pinggir dekat jendela , lilatlah bandung di malam hari bersama pasangan anda . ada live musik dan anda bisa menyumbangkan suara emas anda di sana . pilihan menu cukup dengan rasa yang rata-rata mendekati tidak enak . tidak ada menu yang special di sini .",letak tinggi kota bandung suasana resto santai nyaman malam pilih duduk pinggir jendela lilatlah bandung malam pasang live musik sumbang suara emas pilih menu ratarata dekat enak menu spesial,1,0,0
"dengarkan saya baik-baik luhut , jokowi ! pki itu masih ada ! buka mata kalian ! mereka itu sedang sembunyi di instansi-instansi pemerintah !",dengar baikbaik luhut jokowi partai komunis indonesia buka mata sembunyi instansiinstansi perintah,1,0,0
mengecewakan,kecewa,1,0,0
"rapat perdana pembentukan tim koalisi kebhinekaan partai demokrat , pkpi amp ; pks mengusung bpk . benny k . harman amp ; bapak ban nya a . litelnoni paket harmoni calon gubernur dan wakil gubernur pro . net periode 2018 - 2023 .",rapat perdana bentuk tim koalisi bineka ai demokrat partai adil satu indonesia amp partai adil sejahtera usung benny k harman amp ban nya a litelnoni paket harmoni calon gubernur wakil gubernur pro net periode ribu delapan belas ribu puluh,0,1,0
"sudah 2 kali ke resto ini , resto terbilang unik , dengan gaya tradisional sunda . suasana juga nyaman , menu pilihanbanyak , harga juga sangat reasonable sekali . rekomendasi buat berkuliner di bandung",kali resto resto bilang unik gaya tradisional sunda suasana nyaman menu pilihanbanyak harga reasonable rekomendasi kuliner bandung,0,0,1
jujur ini tempat posisi enak banget buat diet lama karena sepi dan makanya enak-enak mana pas ke sana lagi ada promo jadi nya makin bahagia deh makan di sana haha,jujur posisi enak banget diet sepi enakenak pas promo nya bahagia deh makan haha,0,0,1
"ah payah banget manchester city bisa kalah begitu dikandang -- memang tim cupu liga champions . diliga doang jago , memalukan inggris saja .",ah payah banget manchester city kalah kandang tim cupu liga champions liga doang jago malu inggris,1,0,0
"membicarakan soal kampung daun , tempat nya sangat juara . kafe tapi dibikin model kampung perbukitan begitu lengkap dengan mini air terjun dan sungai yang mengalir . ditambah hawa nya yang dingin . tempat ini 98 % juara . 1% nya cari parkir agak susah , karena banyak mobil , tapi parkiran cukup gede sih . hanya saking banyak nya kadang parkir nya harus diujung banget . capek jalan nya . 1 % nya lagi daftar tunggu lagi .",bicara kampung daun nya juara kafe model kampung bukit lengkap mini air terjun sungai alir tambah hawa nya dingin sembilan puluh delapan juara nya cari parkir susah mobil parkir gede sih saking nya kadang parkir nya ujung banget cape jalan nya nya daftar tunggu,0,0,1
akhirnya saya memutuskan untuk mengunjungi restoran ini untuk makan malam ketika saya menginap di bandung . lokasi nya paling dekat dengan hotel saya menginap suasana restoran ini sangat menarik memiliki desain yang bagus . saya memesan makanan yang direkomendasikan oleh pelaya nya dan memang tidak ada masalah rasanya terbilang enak .,putus unjung restoran makan malam inap bandung lokasi nya hotel inap suasana restoran tarik milik desain bagus mes makan rekomendasi pelaya nya bilang enak,0,0,1
tidak apa-apa jika terkadang membuat kesalahan karena siapapun bisa melakukan nya,apaapa terkadang salah nya,0,0,1
"rm . ayam goreng brebes ini menyediakan berbagai macam makanan tapi khusus nya ayam bakar , di sini ayam bakar nya sangat terkenal loh karena lezat nya cita rasa bakar ayam nya . kalau ke lembang jangan lupa mampir ke rumah makan ayam goreng brebes ini ya .",rm ayam goreng brebes sedia makan khusus nya ayam bakar ayam bakar nya kenal lezat nya cita bakar ayam nya lembang lupa mampir rumah makan ayam goreng brebes ya,0,0,1
"sampai hari ini , gue masih belum menyesal pilih jokowi - ahok . semoga pendapat gue tidak berubah sampai akhir masa jabatan mereka .",sesal pilih jokowi ahok moga dapat ubah jabat,1,0,0
pada hari sabtu kami pergi ke lembang bandung untuk liburan . lalu kami jalan-jalan ke lembang . dan makan di waroeng sambal . ternyata makanan nya enak dan tempat nya nyaman banget buat nongkrong . selain itu harga nya juga murah . dan pelayanan nya memuaskan . terima kasih waroeng sambal,sabtu pergi lembang bandung libur jalan jalan lembang makan waroeng sambal makan nya enak nya nyaman banget nongkrong harga nya murah layan nya muas terima kasih waroeng sambal,0,0,1
"mengakhiri masa kampanye pilgub jatim 2018 , dua paslon , khofifah - emil dan gus ipul - puti , beradu debat di putaran pamungkas .",kampanye pilih gubernur jawa timur ribu delapan belas pasang calon khofifah emil gus ipul puti adu debat putar pamungkas,0,1,0
"ke bandung akhir pekan kemarin untuk kunjungan kerja , menyempatkan mampir ke batagor kingsley untuk makan . ini untuk yang kedua kalinya . dari rasa sih sebenarnya biasa . cuma tempat nya bersih dari tempat-tempat batagor lainnya , jadi nyaman untuk bersama-bersama di sana .",bandung pekan kemarin kunjung kerja sempat mampir batagor kingsley makan kali sih nya bersih tempattempat batagor nyaman bersamabersama,0,0,1
"kue ulang tahun spesial pakai telur sepiring plus mozzarella buat kamu , ini impor from indomie dari indonesia",kue ulang spesial pakai telur piring plus mozzarella impor from indomie indonesia,0,1,0
"suasana sore menjelang malam cukup menyenangkan , ornamen resto yang berisi informasi mengenai sejarah nya bandung dan keberadaan braga membuat rasa ingin tahu yang besar . rasa makanan cukup enak , harga juga masih masuk akal untuk ukuran kantong pelancong jakarta . perlu dicoba milkshake ketan hitam , rasanya segar .",suasana sore jelang malam senang ornamen resto isi informasi sejarah nya bandung ada braga makan enak harga masuk akal ukur kantong lancong jaka a coba milkshake ketan hitam segar,0,0,1
"warung mak aneh yang ada di dalam gang terasana 132 nampak bersih , enak dan pelayananan yang cepat . untuk masuk kemari mobil harus parkir di depan rs melinda atau gang disebelah rs melinda , jalan pajajaran . setelah itu jalan kaki sekitar 50 miliar kerah dalam . warung ini buka jam 07.00 - 16.00 atau sampai habis . biasanya jam 14.00 sudah habis .",warung mak aneh gang asana ratus puluh tampak bersih enak pelayananan cepat masuk kemari mobil parkir rumah sakit melinda gang belah rumah sakit melinda jalan pajajaran jalan kaki puluh miliar kerah warung buka jam tujuh ratus ribu enam ratus habis jam ribu ratus habis,0,0,1
"makan malam di kampung daun akhir pekan lalu bersama keluarga , sebenarnya rasa makanan tidak terlalu istimewa namun tempat ini menang di tempat , tempat nya tenang seperti di kampung , sangat cocok untuk bersantai bersama keluarga .",makan malam kampung daun pekan keluarga makan istimewa menang nya tenang sepe i kampung cocok santa keluarga,0,0,1
"jangankan ditanyakan dan diperbincangkan , terpikir pun tidak sama sekali soal hubungan rekomendasi dari pks untuk pilgub dengan urusan capres dari demokrat",bincang pikir hubung rekomendasi partai adil sejahtera pilih gubernur urus calon presiden demokrat,0,1,0
ada 2 pilihan ruangan . ac dan non ac . saya kebetulan pilih yang per ac . menu nya banyak dari mi ayam . mi bakso . mi goreng . mie tek-tek . rasanya enak . porsi nya juga banyak . pelayanan nya bagus dan cepat . meja nya tertata rapi sampai toilet juga rapi dan wangi . beda dari tempat bakso yang lain . nyaman nge - mi di sini,pilih ruang ac non ac pilih ac menu nya mi ayam mi bakso mi goreng mie tektek enak porsi nya layan nya bagus cepat meja nya te ata rapi toilet rapi wangi beda bakso nyaman nge mi,0,0,1
produk lurik dari mbak welas keren banget deh .,produk lurik mbak welas keren banget deh,0,0,1
"masakan indonesia dengan rasa makanan yang standar , pelayanan baik , harga lumayan terjangkau . konsep makan lesehan ala pedesaan . cocok untuk tempat makan sekeluarga .",masakan indonesia makan standar layan harga lumayan jangkau konsep makan leseh ala desa cocok makan keluarga,0,0,1
kalau berbohong itu jokowi dan cebong ahli nya . hayo sapa lagi yang mau menambahkan,bohong jokowi cebong ahli nya hayo sapa,1,0,0
"diam km indosat , jangan membuat aku marah .",diam km indosat marah,1,0,0
salah satu tempat makan nasi goreng kepiting yang wajib dikunjungi . restoran tempo dulu yang banyak dikunjungi turis asing . suasana nya asik banget buat santai dan kongkow bareng teman-teman .,salah makan nasi goreng kepiting wajib kunjung restoran tempo kunjung turis asing suasana nya asyik banget santai kongkow bareng temanteman,0,0,1
"menu makanan cukup bervariasi dan bikin mau . tempat masih terlalu padat dan tidak sempat dibersihkan , terutama lantai . murah ? pasti nya !",menu makan variasi bikin padat bersih lantai murah nya,0,0,1
tempat makan dengan nuansa doraemon . harga makanan nya murah dan banyak pilihan . tempat nya tidak terlalu luas tapi nyaman . di lantai 2 di buat menyerupai kamar nobita lkp dengan meja belajar mesin waktu dan pintu ke mana saja . banyak boneka doraemon dan komik-komik yang bisa dibaca saat menunggu makanan . selain itu sambil menikmati hidangan kita bisa menonton film doraemon . anak saya senang makan . lanjutan,makan nuansa doraemon harga makan nya murah pilih nya luas nyaman lantai rupa kamar nobita lengkap meja ajar mesin pintu boneka doraemon komikkomik baca tunggu makan nikmat hidang tonton film doraemon anak senang makan lanjut,0,0,1
"berkesempatan menikmati santap pagi dikarenakan sedang menginap di hotel padma bandung . sebagai pengunjung baru seperti saya dan mungkin yang lainnya barangkali akan antusias terhadap suasana santap pagi yang diwarnai dengan pemandangan dari sisi timur , karena dari sisi tersebut terdapat keindahan bangunan hotel berikut kolam renang - nya , selain itu juga terdapat barisan bukit dan pegunungan akan menambah keinginan untuk berfoto ria .",sempat nikmat santap pagi inap hotel padma bandung unjung sepe i barangkali antusias suasana santap pagi warna pandang sisi timur sisi indah bangun hotel kolam renang nya baris bukit gunung tambah foto ria,0,0,1
"kalau ada mentri sok lucu gimana pak ri ? miskin kinerja tetapi banyak sensasi . daftar odong-odong tidak mempan , pakai jurus lain . ah enggak asik lo .. !!",menteri sok lucu ri miskin kerja sensasi daftar odongodong mempan pakai jurus ah asyik,1,0,0
"kami datang sekitar pukul 11 pagi di akhir pekan . pengunjung cukup banyak , tapi tidak terlalu padat . disarankan untuk tidak mengendarai mobil sedan , karena ada beberapa bagian jalan yang rusak . sebelum masuk , anda akan diminta untuk membayar pesanan anda , dengan minimal order rp . 25.000 , - . pilihan menu nya cukup bervariasi . kami memesan puding silky green tea yang wangi nya sangat pas .",sebelas pagi pekan unjung padat saran kendara mobil sedan jalan rusak masuk bayar pesan minimal order rupiah puluh ribu pilih menu nya variasi mes puding silky green tea wangi nya pas,0,0,1
tidak kebahagiaan,bahagia,1,0,0
eci bukan bangsa indonesia ; eci adalah musuh pribumi dan muslim .,eci bangsa indonesia eci musuh pribumi muslim,0,1,0
"menanggapi tabligh akbar ust . abdul somad di palembang kemarin saya hadir di masjid aqobah 1 pusri . sungguh cukup menambah spirit persatuan umat . saya lihat nu , muhammadiyah , ikhwan , fpi , awaliyyun , juta , salafy , dan lain-lain berkumpul . allahu akbar .",tanggap tablig akbar ustaz abdul somad palembang kemarin hadir masjid aqobah pusri sungguh tambah spirit satu umat lihat nu muhammadiyah ikhwan front bela islam awaliyyun juta salafy lainlain kumpul allahu akbar,0,0,1
"sebelum si zaadith cari perhatian sama jokowi si agus udah datang duluan , jadi yang mana yang pahlawan ? yang aksi langsung ke papua atau yang ngoceh-ngoceh dan masuk tivi sana sini ?",sih zaadith cari perhati jokowi sih agus pahlawan aksi langsung papua ngocehngoceh masuk televisi,1,0,0
sudah pernah ikutan lelang di dan pernah menang . barang nya memang bagus sih gila . salut sama admin nya,ikut lelang menang barang nya bagus sih gila salut admin nya,0,0,1
"saya pesan sop iga favorit saya via foodpanda , pelayan nya cepat . tidak sampai 45 menit sudah sampai . driver nya sopan . lokasi baso malang karapitan merdeka juga cocok kalau ingin makan kenyang di dekat bip",pesan sop iga favorit via foodpanda layan nya cepat puluh menit driver nya sopan lokasi bakso malang karapitan merdeka cocok makan kenyang bip,0,0,1
restoran ini memiliki pemandangan yang bagus . jenis makanan nya pun lengkap dengan harga yang terjangkau . pelayanan nya cukup cepat .,restoran milik pandang bagus jenis makan nya lengkap harga jangkau layan nya cepat,0,0,1
"menyenangkan , makanan enak tapi ya pelayanan kurang , terlalu lama makanan yang dipesan , minuman juga enak enak",senang makan enak ya layan makan pes minum enak enak,1,0,0
tempat nya lumayan enak nyaman . triliun - bone steak nya saya paling senang makan steak itu . tapi tempat parkir nya kurang luas . dan menyebalkan banget kalau pada saat kita makan kemudian disuruh untuk memindahkan mobil karena ada orang lain yang selesai makan dan akan keluar kendaraan nya . itu sangat mengganggu .,nya lumayan enak nyaman triliun bone steak nya senang makan steak parkir nya luas sebal banget makan suruh pindah mobil orang selesai makan kendara nya ganggu,1,0,0
rumah makan ampera ini di bandung buanyak banget . tidak tahu deh satu pemilik atau tidak . menu nya tradisional sunda dengan berbagai macam pilihan yang langsung bisa kamu pilih-pilih plus sambal dan lalapan yang beraneka ragam . meunah pokok nya .,rumah makan ampera bandung banget deh milik menu nya tradisional sunda pilih langsung pilihpilih plus sambal lalap aneka ragam meunah pokok nya,0,0,1
"kalau ke sini menyiapkan perut kosong ya karena di sini konsep nya ala kamu bisa makan . puas banget makan di sini , sesuai kok sama harga nya . aku suka nya shabu-shabu , enak banget .",perut kosong ya konsep nya ala makan puas banget makan sesuai harga nya suka nya shabushabu enak banget,0,0,1
"sehari sebelum kedatangan , kami sudah membuat reservasi . pada hari hanya di jam 10.30 , kami pun sudah mendatangi lokasi dan sudah konfirmasi dan mendapat kursi no. 1 dan 2 . namun , saat kami datang sesuai dengan jadwal , kami mendapati orang lain menempati kursi kami dan diminta untuk mengambil kursi lainnya . kecewa , sudah pasti ! mengenai rasa , tidak jauh berbeda dengan restoran sunda . tidak ada yang istimewa .",hari datang reservasi jam ribu puluh lokasi konfirmasi kursi no sesuai jadwal dapat orang tempat kursi ambil kursi kecewa beda restoran sunda istimewa,1,0,0
"untuk perihal pergantian rekening untuk pembayaran autodebet bpjs , bpk luqman bisa datang ke kantor cbg bank mandiri pengajuan autodebet tersebut ya untuk dapat dilakukan pemberhentian terlebih dahulu .",perihal ganti rekening bayar autodebet badan selenggara jamin sosial luqman kantor cbg bank mandiri aju autodebet ya henti,0,1,0
tempat nya nyaman . cocok buat yang ingin nongkrong-nongkrong cantik pancake nya enak banget paling enak duduk di meja luar .,nya nyaman cocok nongkrongnongkrong cantik pancake nya enak banget enak duduk meja,0,0,1
"wakil ketua dpr ri dari agus hermanto , mengikuti doa bersama dan tahlil mengenang 1th wafat nya kakak kandung , serta mantan ketua umum partai demokrat , bapak h . hadi utomo ,",wakil ketua dewan wakil rakyat ri agus hermanto ikut doa tahlil kenang wafat nya kakak kandung a mantan ketua ai demokrat h had utomo,0,1,0
"pemandangan dan interior nya memang outstanding . salah satu alasan kenapa kami pilih resto ini . tapi kalau kamu lapar , restoran ini penuh jangan deh makan di sini . bisa jadi anda akan mengalami hal yang sama dengan saya . dari awal sudah disampaikan bahwa meja ada tapi 30 menit baru bisa mulai order . kami sanggup . namun sayang saat kami yang berempat order makanan ada lalat nya . saya tidak suka .",pandang interior nya outstanding salah alas pilih resto lapar restoran penuh deh makan alami meja puluh menit order sanggup sayang empat order makan lalat nya suka,1,0,0
"mi enak , bakso mantap , kuah segar . sayang saos dicampur langsung ke bumbu bakmi , secara saya tidak suka kalau makanan langsung diberi saos . merusak rasa asli . yang menonjol bagi saya adalah harga untuk menu-menu yang disajikan . - bakso goreng , 3 butir rp . 28.000 . - menu tambahan , meski kita tidak pesan namun di meja tetap disajikan . - seporsi mi ayam manis pedas .",mi enak bakso mantap kuah segar sayang saos campur langsung bumbu bakmi suka makan langsung saos rusak asli tonjol harga menumenu saji bakso goreng butir rupiah puluh delapan ribu menu tambah pesan meja saji porsi mi ayam manis pedas,0,1,0
"kalau anda ingin suasa romantis buat makan malam di bandung bersama orang terkasih atau berkumpul dengan kawan atau keluarga , the valleylah tempat nya . restoran ini terletak di dataran yang terbilang tinggi di bandung , jadi kalian bisa makan malam sambil menikmati indah nya kota . karena dari sini kita bisa melihat kota bandung dengan kerlip-kerlip lampu nya yang menawan . makanan nya enak meski terbilang mahal . tapi itu tidak masalah .",suasa romantis makan malam bandung orang kasih kumpul kawan keluarga the valleylah nya restoran letak datar bilang bandung makan malam nikmat indah nya kota kota bandung kerlipkerlip lampu nya tawan makan nya enak bilang mahal,0,0,1
"atas rekomendasi mbak waitress , akhirnya coba menu baru di ph berjudul italia beef orzo . sebenarnya ada dua menu baru orzo , yaitu menu yang saya coba dan satu lagi oriental chicken orzo . karena memang suka dengan rasa saus tomat ph , akhirnya saya coba yang menu itali punya . begitu datang , porsi nya pas menurut saya , kalau teman saya laki-laki bilang segitu tidak cukup . lalu setelah saya coba , rasanya enak banget . top deh pokok nya .",rekomendasi mbak waitress coba menu ph judul italia beef orzo menu orzo menu coba oriental chicken orzo suka saus tomat ph coba menu italia porsi nya pas teman lakilaki bilang coba enak banget top deh pokok nya,0,0,1
"belum mantap dengan golkar , demokrat penjajakan ke pkb di pilgub jabar",mantap golkar demokrat jaja partai bangkit bangsa pilih gubernur jabar,0,1,0
"kita cuma mau makan ke sini , tap harga nya terlalu mahal , padahal makanan yang dijualkan makan indonesia umum nya . mohon dipertimbangkan harga jangan terlalu mahal . padahal jajanan lain di bandung kan banyak ! banyak pilihanlah untuk menikmati makanan sejenis yang murah . nasi goreng saja mahal banget banget ! kesal .",makan tap harga nya mahal makan jual makan indonesia nya mohon dipe imbang harga mahal jajan bandung pilih nikmat makan jenis murah nasi goreng mahal banget banget kesal,1,0,0
bahaya laten di / tii harus diwaspadai dan dipantau terus-menerus . aparat keamanan hukum tidak boleh lengah .,bahaya laten tii waspada pantau terusmenerus aparat aman hukum lengah,1,0,0
resto ini memiliki suasana yang nyaman dengan gaya kampung tradisional . lebih cocok dikunjungi saat sore hingga malam hari di suasana lebih romantis dengan cahaya temaram dari obor dan api unggun . makanan yang disajikan bervariasi mulai makanan indonesia sampai european makanan serba ada . sangat cocok untuk menhabiskan waktu bersama teman atau keluarga .,resto milik suasana nyaman gaya kampung tradisional cocok kunjung sore malam suasana romantis cahaya temaram obor api unggun makan saji variasi makan indonesia european makan serba cocok menhabiskan teman keluarga,0,0,1
"sensasi yang unik , pengalaman ngampung di kota . mantap - tapi terkadang makan di tempat yang ramai pengunjung begini kita harus berdesakan dan berburu untuk dapatkan tempat duduk . hehehe , variasi makanan nya banyak namun meski mengampung harga makanan nya tidak mengampung alias harga kota . secara keseluruhan baik . bagus ide",sensasi unik alam ngampung kota mantap terkadang makan ramai unjung desa buru dapat duduk hehe variasi makan nya kampung harga makan nya kampung alias harga kota bagus ide,0,0,1
penutupan jalan jatibaru oleh gubernur jakarta pak anies dilaporkan polisi tetapi pas pak ahok melakukan penutupan jalan tidak ada yang berani melapor ? apa ini adil kawan-kawan ?,tutup jalan jatibaru gubernur jaka a anies lapor polisi pas ahok tutup jalan berani lapor adil kawankawan,1,0,0
"three kok tipu ya , saya beli paket nomor 1 saya unduh game size 1 gb masak log habis , kata nya 75 gb kenapa log setelah cuma donlod game 1 gb",three tipu ya beli paket nomor unduh game size gb masak log habis nya tujuh puluh gb log donlod game gb,1,0,0
"tangkap saja pak say . gara-gara dia , negara ini jadi kacau .",tangkap sayang gara gara negara kacau,1,0,0
